ID,Journal,Papers in 2025 (all authors),Papers with NIH funding,journal share of NIH funded papers in 2025,Cumulative number of NIH funded papers,Cumulative % NIH,Cumulative number of journals,Cumulative % of journals,ISSN,eISSN,Publisher,oa_status,apc_usd,apc_usd_originalORconverted,manual_link,comment,Publisher category
,SAGE Open Nursing,,1,,113320,99.68156788,7373,96.11523921,,,,,,,,,
,SAHARA-J Journal of Social Aspects of HIV/AIDS,,1,,113321,99.68244753,7374,96.12827532,,,,,,,,,
,Sankhya B,,1,,113322,99.68332718,7375,96.14131143,,,,,,,,,
jour.1027994,Sankhyā B,,1,,113323,99.68420682,7376,96.15434754,0581-5738,0976-3139,Springer Nature,Hybrid OA,,,https://web.archive.org/web/20250831044403/https://link.springer.com/journal/13571/aims-and-scope?error=cookies_not_supported&code=cf0afc0d-bc82-4b4c-aa4b-ef4abcdd8ae7,0,
,Saudi Journal of Gastroenterology,,1,,113324,99.68508647,7377,96.16738365,,,,,,,,,
,Saudi Journal of Ophthalmology,,1,,113325,99.68596612,7378,96.18041976,,,,,,,,,
jour.1398502,Scandinavian Journal of Economics,,1,,113326,99.68684576,7379,96.19345587,0347-0520,1467-9442,Wiley,Hybrid OA,3470,original,0,0,
,Scandinavian Journal of Primary Health Care,,1,,113327,99.68772541,7380,96.20649198,,,,,,,,,
jour.1018713,Scandinavian Journal of Psychology,,1,,113328,99.68860506,7381,96.21952809,0036-5564,1467-9450,Wiley,Hybrid OA,4160,original,0,0,
,Scandinavian Journal of Public Health,,1,,113329,99.6894847,7382,96.2325642,,,,,,,,,
jour.1040201,"Scandinavian Journal of Trauma, Resuscitation and Emergency Medicine",,1,,113330,99.69036435,7383,96.24560031,0,1757-7241,Springer Nature,Gold OA,2590,original,0,0,
,School Psychology International,,1,,113331,99.691244,7384,96.25863642,,,,,,,,,
,Science & Justice,,1,,113332,99.69212364,7385,96.27167253,,,,,,,,,
,Science and Engineering Ethics,,1,,113333,99.69300329,7386,96.28470864,,,,,,,,,
,Science and Medicine in Football,,1,,113334,99.69388294,7387,96.29774475,,,,,,,,,
,Science and Technology of Advanced Materials,,1,,113335,99.69476258,7388,96.31078086,,,,,,,,,
,Science China Chemistry,,1,,113336,99.69564223,7389,96.32381697,,,,,,,,,
,Science of Traditional Chinese Medicine,,1,,113337,99.69652188,7390,96.33685308,,,,,,,,,
,Science Talks,,1,,113338,99.69740152,7391,96.34988919,,,,,,,,,
,SciEnggJ,,1,,113339,99.69828117,7392,96.3629253,,,,,,,,,
,Scientia Pharmaceutica,,1,,113340,99.69916082,7393,96.37596141,,,,,,,,,
jour.1018656,Scientific American,,1,,113341,99.70004046,7394,96.38899752,0036-8733,1946-7087,Springer Nature,remove,,,0,Magazine,
jour.1047289,Scientifica,,1,,113342,99.70092011,7395,96.40203363,0,2090-908X,Wiley,Gold OA,1000,original,0,0,
,Scientometrics,,1,,113343,99.70179976,7396,96.41506974,,,,,,,,,
,Second language Research,,1,,113344,99.7026794,7397,96.42810585,,,,,,,,,
,Semantic Web – Interoperability Usability Applicability,,1,,113345,99.70355905,7398,96.44114196,,,,,,,,,
,Seminars in Cardiothoracic and Vascular Anesthesia,,1,,113346,99.7044387,7399,96.45417807,,,,,,,,,
,Seminars in Diagnostic Pathology,,1,,113347,99.70531834,7400,96.46721418,,,,,,,,,
,Seminars in Hematology,,1,,113348,99.70619799,7401,96.48025029,,,,,,,,,
,Seminars in Musculoskeletal Radiology,,1,,113349,99.70707764,7402,96.4932864,,,,,,,,,
,Seminars in Ultrasound CT and MRI,,1,,113350,99.70795728,7403,96.50632251,,,,,,,,,
jour.1031930,Sensing and Imaging,,1,,113351,99.70883693,7404,96.51935862,1557-2064,1557-2072,Springer Nature,Hybrid OA,3590,original,0,0,
jour.1490914,Sensory Neuroscience,,1,,113352,99.70971658,7405,96.53239473,2997-8874,0,Wiley,unknown,,,no snapshot,0,
,Sex Education,,1,,113353,99.71059622,7406,96.54543084,,,,,,,,,
,Sexes,,1,,113354,99.71147587,7407,96.55846695,,,,,,,,,
,Sexual & Relationship Therapy,,1,,113355,99.71235552,7408,96.57150306,,,,,,,,,
,Sexual Development,,1,,113356,99.71323516,7409,96.58453917,,,,,,,,,
,SIAM Journal on Mathematics of Data Science,,1,,113357,99.71411481,7410,96.59757528,,,,,,,,,
,SIAM Journal on Optimization,,1,,113358,99.71499446,7411,96.61061139,,,,,,,,,
,Signal Processing,,1,,113359,99.7158741,7412,96.6236475,,,,,,,,,
jour.1050964,"Signal, Image and Video Processing",,1,,113360,99.71675375,7413,96.63668361,1863-1703,1863-1711,Springer Nature,Hybrid OA,3390,original,0,0,
,Signals,,1,,113361,99.7176334,7414,96.64971972,,,,,,,,,
,Sinusitis,,1,,113362,99.71851305,7415,96.66275583,,,,,,,,,
,Skin Health and Disease,,1,,113363,99.71939269,7416,96.67579194,,,,,,,,,
,Sleep Medicine Research,,1,,113364,99.72027234,7417,96.68882805,,,,,,,,,
,Sleep Medicine X,,1,,113365,99.72115199,7418,96.70186416,,,,,,,,,
,Sleep Science,,1,,113366,99.72203163,7419,96.71490027,,,,,,,,,
,SM surgery journal,,1,,113367,99.72291128,7420,96.72793638,,,,,,,,,
,Smart Materials and Structures,,1,,113368,99.72379093,7421,96.74097249,,,,,,,,,
,Smart Materials in Medicine,,1,,113369,99.72467057,7422,96.7540086,,,,,,,,,
jour.1450189,Smart Medicine,,1,,113370,99.72555022,7423,96.76704471,2751-1863,2751-1871,Wiley,Gold OA,3200,original,0,0,
,Social and Emotional Learning Research Practice and Policy,,1,,113371,99.72642987,7424,96.78008082,,,,,,,,,
,Social Compass,,1,,113372,99.72730951,7425,96.79311693,,,,,,,,,
,Social Marketing Quarterly,,1,,113373,99.72818916,7426,96.80615304,,,,,,,,,
,Social Media + Society,,1,,113374,99.72906881,7427,96.81918915,,,,,,,,,
,Social Psychological and Personality Science,,1,,113375,99.72994845,7428,96.83222526,,,,,,,,,
jour.1044591,Social Psychology of Education,,1,,113376,99.7308281,7429,96.84526137,1381-2890,1573-1928,Springer Nature,Hybrid OA,3290,original,0,0,
,Social Science History,,1,,113377,99.73170775,7430,96.85829748,,,,,,,,,
,Social Service Review,,1,,113378,99.73258739,7431,96.87133359,,,,,,,,,
,Social Work Education,,1,,113379,99.73346704,7432,96.8843697,,,,,,,,,
,Social Work in Health Care,,1,,113380,99.73434669,7433,96.89740581,,,,,,,,,
,Societal Impacts,,1,,113381,99.73522633,7434,96.91044192,,,,,,,,,
,Société Internationale d’Urologie Journal,,1,,113382,99.73610598,7435,96.92347803,,,,,,,,,
jour.1121113,Sociological Inquiry,,1,,113383,99.73698563,7436,96.93651414,0038-0245,1475-682X,Wiley,Hybrid OA,2900,original,0,0,
,Sociological Perspectives,,1,,113384,99.73786527,7437,96.94955025,,,,,,,,,
,Sociological Science,,1,,113385,99.73874492,7438,96.96258636,,,,,,,,,
,Sociology of Development,,1,,113386,99.73962457,7439,96.97562247,,,,,,,,,
jour.1093039,Sociology of Health & Illness,,1,,113387,99.74050421,7440,96.98865858,0141-9889,1467-9566,Wiley,Hybrid OA,4330,original,0,0,
,Sociology of Religion,,1,,113388,99.74138386,7441,97.00169469,,,,,,,,,
,Software Impacts,,1,,113389,99.74226351,7442,97.0147308,,,,,,,,,
,Soil Biology and Biochemistry,,1,,113390,99.74314315,7443,97.02776691,,,,,,,,,
jour.1126767,Soil Science Society of America Journal,,1,,113391,99.7440228,7444,97.04080302,0361-5995,1435-0661,Wiley,Hybrid OA,2020,original,0,0,
,Soil Systems,,1,,113392,99.74490245,7445,97.05383913,,,,,,,,,
,Solar Energy Materials and Solar Cells,,1,,113393,99.74578209,7446,97.06687524,,,,,,,,,
,Solid State Communications,,1,,113394,99.74666174,7447,97.07991135,,,,,,,,,
,Somatosensory & Motor Research,,1,,113395,99.74754139,7448,97.09294746,,,,,,,,,
jour.1051760,Sonography,,1,,113396,99.74842103,7449,97.10598357,2202-8323,2054-6750,Wiley,Hybrid OA,2900,original,0,0,
,South African Journal of Communication Disorders,,1,,113397,99.74930068,7450,97.11901968,,,,,,,,,
,South African Journal of Psychology,,1,,113398,99.75018033,7451,97.13205579,,,,,,,,,
,South African Law Journal,,1,,113399,99.75105997,7452,97.1450919,,,,,,,,,
,Southern African Journal of Infectious Diseases,,1,,113400,99.75193962,7453,97.15812801,,,,,,,,,
,Spanish Journal of Psychiatry and Mental Health,,1,,113401,99.75281927,7454,97.17116412,,,,,,,,,
,Spatial Cognition and Computation,,1,,113402,99.75369891,7455,97.18420023,,,,,,,,,
,Spectrochimica Acta Part B Atomic Spectroscopy,,1,,113403,99.75457856,7456,97.19723634,,,,,,,,,
,Spectroscopy Letters,,1,,113404,99.75545821,7457,97.21027245,,,,,,,,,
,Spine Open,,1,,113405,99.75633785,7458,97.22330856,,,,,,,,,
,Spine Surgery and Related Research,,1,,113406,99.7572175,7459,97.23634467,,,,,,,,,
,Spora A Journal of Biomathematics,,1,,113407,99.75809715,7460,97.24938078,,,,,,,,,
jour.1121124,Statistica Neerlandica,,1,,113408,99.75897679,7461,97.26241689,0039-0402,1467-9574,Wiley,Hybrid OA,3800,original,0,0,
,Statistics & Probability Letters,,1,,113409,99.75985644,7462,97.275453,,,,,,,,,
,Stochastic Processes and their Applications,,1,,113410,99.76073609,7463,97.28848911,,,,,,,,,
,Strabismus,,1,,113411,99.76161574,7464,97.30152522,,,,,,,,,
,Strength & Conditioning Journal,,1,,113412,99.76249538,7465,97.31456133,,,,,,,,,
,Stresses,,1,,113413,99.76337503,7466,97.32759744,,,,,,,,,
jour.1046791,Structural Chemistry,,1,,113414,99.76425468,7467,97.34063355,1040-0400,1572-9001,Springer Nature,Hybrid OA,3990,original,0,0,
,Structural Safety,,1,,113415,99.76513432,7468,97.35366966,,,,,,,,,
jour.1038268,Studies in Applied Mathematics,,1,,113416,99.76601397,7469,97.36670577,0022-2526,1467-9590,Wiley,Hybrid OA,4550,original,0,0,
,Studies in Clinical Social Work Transforming Practice Education and Research,,1,,113417,99.76689362,7470,97.37974189,,,,,,,,,
,Studies In Educational Evaluation,,1,,113418,99.76777326,7471,97.392778,,,,,,,,,
,Studies in Graduate and Postdoctoral Education,,1,,113419,99.76865291,7472,97.40581411,,,,,,,,,
,Studies in History and Philosophy of Science Part A,,1,,113420,99.76953256,7473,97.41885022,,,,,,,,,
,Superconductor Science and Technology,,1,,113421,99.7704122,7474,97.43188633,,,,,,,,,
,Surface Engineering,,1,,113422,99.77129185,7475,97.44492244,,,,,,,,,
,Surfaces,,1,,113423,99.7721715,7476,97.45795855,,,,,,,,,
,Surgery in Geriatrics and Frailty,,1,,113424,99.77305114,7477,97.47099466,,,,,,,,,
,Surgery in Practice and Science,,1,,113425,99.77393079,7478,97.48403077,,,,,,,,,
,Surgery Open Science,,1,,113426,99.77481044,7479,97.49706688,,,,,,,,,
,Surgery Today,,1,,113427,99.77569008,7480,97.51010299,,,,,,,,,
,Survey methods - insights from the field,,1,,113428,99.77656973,7481,97.5231391,,,,,,,,,
,Survey Practice,,1,,113429,99.77744938,7482,97.53617521,,,,,,,,,
,Survey Research Methods,,1,,113430,99.77832902,7483,97.54921132,,,,,,,,,
,Sustainability and Climate Change,,1,,113431,99.77920867,7484,97.56224743,,,,,,,,,
,Sustainability Science and Technology,,1,,113432,99.78008832,7485,97.57528354,,,,,,,,,
,Sustainable Chemistry and Pharmacy,,1,,113433,99.78096796,7486,97.58831965,,,,,,,,,
,Sustainable Chemistry One World,,1,,113434,99.78184761,7487,97.60135576,,,,,,,,,
,Sustainable Energy & Fuels,,1,,113435,99.78272726,7488,97.61439187,,,,,,,,,
,Sustainable Environment,,1,,113436,99.7836069,7489,97.62742798,,,,,,,,,
,Sustainable Horizons,,1,,113437,99.78448655,7490,97.64046409,,,,,,,,,
,Sustainable Materials and Technologies,,1,,113438,99.7853662,7491,97.6535002,,,,,,,,,
,Sustainable Microbiology,,1,,113439,99.78624584,7492,97.66653631,,,,,,,,,
,Sustainable Water Resources Management,,1,,113440,99.78712549,7493,97.67957242,,,,,,,,,
,Symbiosis,,1,,113441,99.78800514,7494,97.69260853,,,,,,,,,
,Synchrotron Radiation News,,1,,113442,99.78888478,7495,97.70564464,,,,,,,,,
,Synthetic and Systems Biotechnology,,1,,113443,99.78976443,7496,97.71868075,,,,,,,,,
,Synthetic Communications,,1,,113444,99.79064408,7497,97.73171686,,,,,,,,,
,Synthetic Metals,,1,,113445,99.79152372,7498,97.74475297,,,,,,,,,
jour.1051119,System Dynamics Review,,1,,113446,99.79240337,7499,97.75778908,0883-7066,1099-1727,Wiley,Hybrid OA,3270,original,0,0,
jour.1125081,Systematic Entomology,,1,,113447,99.79328302,7500,97.77082519,0307-6970,1365-3113,Wiley,Hybrid OA,4520,original,0,0,
,Systematics and Biodiversity,,1,,113448,99.79416266,7501,97.7838613,,,,,,,,,
,Systems & Control Letters,,1,,113449,99.79504231,7502,97.79689741,,,,,,,,,
,Systems Microbiology and Biomanufacturing,,1,,113450,99.79592196,7503,97.80993352,,,,,,,,,
,Talanta Open,,1,,113451,99.7968016,7504,97.82296963,,,,,,,,,
,Teacher Development,,1,,113452,99.79768125,7505,97.83600574,,,,,,,,,
,Techniques and Innovations in Gastrointestinal Endoscopy,,1,,113453,99.7985609,7506,97.84904185,,,,,,,,,
,Techniques in Coloproctology,,1,,113454,99.79944054,7507,97.86207796,,,,,,,,,
,Techniques in Vascular and Interventional Radiology,,1,,113455,99.80032019,7508,97.87511407,,,,,,,,,
,Technological Forecasting and Social Change,,1,,113456,99.80119984,7509,97.88815018,,,,,,,,,
,Technologies,,1,,113457,99.80207948,7510,97.90118629,,,,,,,,,
,Technovation,,1,,113458,99.80295913,7511,97.9142224,,,,,,,,,
,Temperature,,1,,113459,99.80383878,7512,97.92725851,,,,,,,,,
jour.1043392,TEST,,1,,113460,99.80471843,7513,97.94029462,1133-0686,1863-8260,Springer Nature,Hybrid OA,3190,original,0,0,
,Texas Family Medicine Research Journal,,1,,113461,99.80559807,7514,97.95333073,,,,,,,,,
,Textiles,,1,,113462,99.80647772,7515,97.96636684,,,,,,,,,
,TH Open,,1,,113463,99.80735737,7516,97.97940295,,,,,,,,,
,The Aging Male,,1,,113464,99.80823701,7517,97.99243906,,,,,,,,,
,The American Historical Review,,1,,113465,99.80911666,7518,98.00547517,,,,,,,,,
,The American Naturalist,,1,,113466,99.80999631,7519,98.01851128,,,,,,,,,
,The Asia Pacific Scholar,,1,,113467,99.81087595,7520,98.03154739,,,,,,,,,
,The Astronomical Journal,,1,,113468,99.8117556,7521,98.0445835,,,,,,,,,
,The Biophysicist,,1,,113469,99.81263525,7522,98.05761961,,,,,,,,,
,The Brazilian Journal of Infectious Diseases,,1,,113470,99.81351489,7523,98.07065572,,,,,,,,,
,The British Journal of Social Work,,1,,113471,99.81439454,7524,98.08369183,,,,,,,,,
,The Cardiothoracic Surgeon,,1,,113472,99.81527419,7525,98.09672794,,,,,,,,,
,The Chemist,,1,,113473,99.81615383,7526,98.10976405,,,,,,,,,
jour.1038989,The Clinical Respiratory Journal,,1,,113474,99.81703348,7527,98.12280016,1752-6981,1752-699X,Wiley,Gold OA,2310,original,0,0,
,The Counseling Psychologist,,1,,113475,99.81791313,7528,98.13583627,,,,,,,,,
,The Economic Journal,,1,,113476,99.81879277,7529,98.14887238,,,,,,,,,
,The Egyptian Heart Journal,,1,,113477,99.81967242,7530,98.16190849,,,,,,,,,
,The European Physical Journal A,,1,,113478,99.82055207,7531,98.1749446,,,,,,,,,
,The European Physical Journal Special Topics,,1,,113479,99.82143171,7532,98.18798071,,,,,,,,,
,The Geneva Papers on Risk and Insurance - Issues and Practice,,1,,113480,99.82231136,7533,98.20101682,,,,,,,,,
jour.1043671,The International Journal of Advanced Manufacturing Technology,,1,,113481,99.82319101,7534,98.21405293,0268-3768,1433-3015,Springer Nature,Hybrid OA,3990,original,0,0,
,The International Journal of Alcohol and Drug Research,,1,,113482,99.82407065,7535,98.22708904,,,,,,,,,
,The International Journal of Artificial Organs,,1,,113483,99.8249503,7536,98.24012515,,,,,,,,,
,The International Journal of Developmental Biology,,1,,113484,99.82582995,7537,98.25316126,,,,,,,,,
,The International Journal of Lower Extremity Wounds,,1,,113485,99.82670959,7538,98.26619737,,,,,,,,,
,The International Journal of Robotics Research,,1,,113486,99.82758924,7539,98.27923348,,,,,,,,,
,The International Journal of Spine Surgery,,1,,113487,99.82846889,7540,98.29226959,,,,,,,,,
jour.1032405,The Journal of Basic and Applied Zoology,,1,,113488,99.82934853,7541,98.3053057,2090-9896,2090-990X,Springer Nature,Gold OA,0,original,0,0,
,The Journal of Clinical Ethics,,1,,113489,99.83022818,7542,98.31834181,,,,,,,,,
jour.1011373,The Journal of Creative Behavior,,1,,113490,99.83110783,7543,98.33137792,0022-0175,2162-6057,Wiley,Hybrid OA,2900,original,0,0,
,The Journal of Engineering,,1,,113491,99.83198747,7544,98.34441403,,,,,,,,,
,The Journal of Environmental Education,,1,,113492,99.83286712,7545,98.35745014,,,,,,,,,
,The Journal of Experimental Education,,1,,113493,99.83374677,7546,98.37048625,,,,,,,,,
,The Journal of Hand Surgery (Asian-Pacific Volume),,1,,113494,99.83462641,7547,98.38352236,,,,,,,,,
,The Journal of Medicine and Philosophy A Forum for Bioethics and Philosophy of Medicine,,1,,113495,99.83550606,7548,98.39655847,,,,,,,,,
,The Journal of Medicine Law & Public Health,,1,,113496,99.83638571,7549,98.40959458,,,,,,,,,
,The Journal of Orthopaedics,,1,,113497,99.83726535,7550,98.42263069,,,,,,,,,
,The Journal of Poultry Science,,1,,113498,99.838145,7551,98.4356668,,,,,,,,,
jour.1032548,The Journal of Technology Transfer,,1,,113499,99.83902465,7552,98.44870291,0892-9912,1573-7047,Springer Nature,Hybrid OA,3790,original,0,0,
,The Journal of the Royal College of Physicians of Edinburgh,,1,,113500,99.83990429,7553,98.46173902,,,,,,,,,
,The Journal of Vascular Access,,1,,113501,99.84078394,7554,98.47477513,,,,,,,,,
,The Korean Journal of Internal Medicine,,1,,113502,99.84166359,7555,98.48781124,,,,,,,,,
,The New England Journal of Statistics in Data Science,,1,,113503,99.84254323,7556,98.50084735,,,,,,,,,
,The Nucleus,,1,,113504,99.84342288,7557,98.51388346,,,,,,,,,
,The Open Journal of Occupational Therapy,,1,,113505,99.84430253,7558,98.52691957,,,,,,,,,
,The Open Nursing Journal,,1,,113506,99.84518217,7559,98.53995568,,,,,,,,,
jour.1027238,The Pharmacogenomics Journal,,1,,113507,99.84606182,7560,98.55299179,1470-269X,1473-1150,Springer Nature,Hybrid OA,4890,original,0,0,
,The Planetary Science Journal,,1,,113508,99.84694147,7561,98.5660279,,,,,,,,,
,The Polar Journal,,1,,113509,99.84782112,7562,98.57906401,,,,,,,,,
,The Prison Journal,,1,,113510,99.84870076,7563,98.59210012,,,,,,,,,
,The Psychoanalytic Study of the Child,,1,,113511,99.84958041,7564,98.60513623,,,,,,,,,
,The R Journal,,1,,113512,99.85046006,7565,98.61817234,,,,,,,,,
jour.1018189,The Science of Nature,,1,,113513,99.8513397,7566,98.63120845,0028-1042,1432-1904,Springer Nature,Hybrid OA,3790,original,0,0,
,The Stata Journal Promoting communications on statistics and Stata,,1,,113514,99.85221935,7567,98.64424456,,,,,,,,,
jour.1025866,The Urban Review,,1,,113515,99.853099,7568,98.65728067,0042-0972,1573-1960,Springer Nature,Hybrid OA,3090,original,0,0,
,The Veterinary Journal,,1,,113516,99.85397864,7569,98.67031678,,,,,,,,,
jour.1046897,The Visual Computer,,1,,113517,99.85485829,7570,98.68335289,0178-2789,1432-2315,Springer Nature,Hybrid OA,3190,original,0,0,
,The World Journal of Biological Psychiatry,,1,,113518,99.85573794,7571,98.696389,,,,,,,,,
,Theoretical Medicine and Bioethics,,1,,113519,99.85661758,7572,98.70942511,,,,,,,,,
jour.1025902,Theory and Society,,1,,113520,99.85749723,7573,98.72246122,0304-2421,1573-7853,Springer Nature,Hybrid OA,2890,original,0,0,
,Therapeutic Advances in Pulmonary and Critical Care Medicine,,1,,113521,99.85837688,7574,98.73549733,,,,,,,,,
,Therapeutic Advances in Urology,,1,,113522,99.85925652,7575,98.74853344,,,,,,,,,
jour.1116810,Therapeutic Apheresis and Dialysis,,1,,113523,99.86013617,7576,98.76156955,1744-9979,1744-9987,Wiley,Hybrid OA,3350,original,0,0,
,Therapeutic Delivery,,1,,113524,99.86101582,7577,98.77460566,,,,,,,,,
,Therapies,,1,,113525,99.86189546,7578,98.78764177,,,,,,,,,
,Theriogenology,,1,,113526,99.86277511,7579,98.80067788,,,,,,,,,
,Theriogenology Wild,,1,,113527,99.86365476,7580,98.81371399,,,,,,,,,
,Thin Solid Films,,1,,113528,99.8645344,7581,98.8267501,,,,,,,,,
,Thoracic Surgery Clinics,,1,,113529,99.86541405,7582,98.83978621,,,,,,,,,
jour.1032055,Thrombosis Journal,,1,,113530,99.8662937,7583,98.85282232,0,1477-9560,Springer Nature,Gold OA,3090,original,0,0,
,Topics in antiviral medicine,,1,,113531,99.86717334,7584,98.86585843,,,,,,,,,
,Topics in Catalysis,,1,,113532,99.86805299,7585,98.87889454,,,,,,,,,
jour.1041549,Topics in Cognitive Science,,1,,113533,99.86893264,7586,98.89193065,1756-8757,1756-8765,Wiley,Hybrid OA,3470,original,0,0,
,Tourism and Hospitality,,1,,113534,99.86981228,7587,98.90496676,,,,,,,,,
,Toxicological Research,,1,,113535,99.87069193,7588,98.91800287,,,,,,,,,
jour.1044821,Toxicology and Environmental Health Sciences,,1,,113536,99.87157158,7589,98.93103898,2005-9752,2233-7784,Springer Nature,Hybrid OA,4190,original,0,0,
,Toxicology Communications,,1,,113537,99.87245122,7590,98.94407509,,,,,,,,,
jour.1048960,Transactions in GIS,,1,,113538,99.87333087,7591,98.9571112,1361-1682,1467-9671,Wiley,Hybrid OA,3800,original,0,0,
